exp_id,timestamp,description,hypothesis,tokenizer_mode,lb_rouge1_f1,lb_rougeL_f1,lb_rouge_weighted,val_rouge1_f1,val_rougeL_f1,val_rouge_weighted,config,notes
01_retrieval_baseline,2026-06-12T20:57:25+00:00,"TF-IDF (char_wb 2-5) nearest-train-question, copy answer, per-subset",Repeated questions + 74% lexical metric => copied real answers are a strong floor.,leaderboard,0.4371,0.3773,0.4072,0.429,0.3743,0.4017,"{""vectorizer"": ""char_wb(2,5)"", ""per_subset"": true, ""corpus"": ""full_clean_train""}","Baseline floor, OFFICIAL metric. Battleground = Ghana subsets (low + 37.6% of test)."
